Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,CHURN,AVGCHURN,MAXCHURN,BUGGY
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/IReducer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/IStatefulObject.java,2,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/MeanReducer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/MultiCountMetric.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/MultiReducedMetric.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/ReducedMetric.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/metric/api/StateMetric.java,2,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/nimbus/DefaultTopologyValidator.java,7,3,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/nimbus/ITopologyValidator.java,8,3,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/planner/CompoundSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/planner/CompoundTask.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/planner/TaskBundle.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/Cluster.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/ExecutorDetails.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/INimbus.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/IScheduler.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/ISupervisor.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/SchedulerAssignment.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/SchedulerAssignmentImpl.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/SupervisorDetails.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/Topologies.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/TopologyDetails.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/scheduler/WorkerSlot.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/AuthUtils.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/IAuthorizer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/ITransportPlugin.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/ReqContext.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/SaslTransportPlugin.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/SimpleTransportPlugin.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/ThriftClient.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/ThriftServer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/authorizer/DenyAuthorizer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/authorizer/NoopAuthorizer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/digest/ClientCallbackHandler.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/digest/DigestSaslTransportPlugin.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/auth/digest/ServerCallbackHandler.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/security/serialization/BlowfishTupleSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/DefaultKryoFactory.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/IKryoDecorator.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/IKryoFactory.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/ITupleDeserializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/ITupleSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/KryoTupleDeserializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/KryoTupleSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/KryoValuesDeserializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/KryoValuesSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/SerializableSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/SerializationFactory.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/types/ArrayListSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/types/HashMapSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/types/HashSetSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/serialization/types/ListDelegateSerializer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/IMultiSchemableSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/ISchemableSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/ISpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/ISpoutOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/ISpoutWaitStrategy.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/MultiScheme.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/NothingEmptyEmitStrategy.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/RawMultiScheme.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/RawScheme.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/Scheme.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/SchemeAsMultiScheme.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,9,3,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/SleepSpoutWaitStrategy.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/spout/SpoutOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/state/IStateSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
